-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,1,1,1
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
1,1191.2,1227,47595,50798,-0,-0,-0,-0
0,1191.2,1227,47595,50798,-0,-0,-0,-0
1,1188.4,1226.2,47593,50433,-2.75,7.9935,31.035,-246.78
0,1033.1,1095.9,43264,42131,-49.704,78.203,757.08,-1926
0,832.65,887.14,34842,33470,-39.375,78.667,431.08,-2037.7
0,710.72,759.16,29558,28256,-29.061,76.637,111.44,-2052.3
0,628.05,672.48,25982,24746,-22.239,74.735,-102.08,-2036.7
0,567.73,609.24,23383,22210,-17.489,72.763,-248.93,-2000.8
0,521.59,560.86,21403,20288,-14.086,70.799,-352,-1954.6
0,484.42,521.85,19818,18757,-11.6,68.776,-423.57,-1900.5
0,453.75,489.65,18516,17501,-9.6564,66.903,-477.15,-1848.7
0,428.06,462.59,17430,16459,-8.177,65.015,-513.32,-1795
0,406.05,439.36,16504,15573,-7.0031,63.195,-538.46,-1742.9
0,386.67,418.94,15693,14798,-6.0808,61.483,-557.44,-1691.1
0,370.14,401.42,15003,14143,-5.3592,59.785,-567.6,-1640.7
0,355.39,385.8,14390,13563,-4.7699,58.172,-574.18,-1592
0,342.02,371.68,13837,13039,-4.308,56.719,-579.42,-1546
0,330.02,358.93,13341,12571,-3.8861,55.266,-581.02,-1502.1
0,319.19,347.38,12896,12152,-3.5822,53.861,-578.19,-1459.9
0,308.9,336.54,12477,11753,-3.3904,52.635,-576.46,-1419.2
0,299.49,326.58,12095,11391,-3.2172,51.43,-572.82,-1380.6
0,292.39,318.83,11802,11130,-2.9881,49.98,-565.23,-1338.4
0,285.65,311.35,11519,10880,-2.6544,48.546,-557.42,-1301.6
0,280.18,305.03,11283,10686,-2.2154,46.913,-548.43,-1262.3
0,275.84,299.64,11085,10538,-1.5894,45.086,-537.87,-1224.7
0,268.27,291.57,10777,10236,-1.4663,44.309,-532.11,-1203.9
0,259.08,282.46,10428,9861.5,-1.9049,44.257,-528.45,-1186.9
0,252.66,275.88,10179,9618.4,-2.113,43.548,-521.56,-1156.1
0,247.86,270.83,9991.7,9444.4,-2.2172,42.697,-513.33,-1125.2
0,243.14,265.77,9804,9274.2,-2.2339,41.75,-504.85,-1094.3
0,238.33,260.61,9612.2,9093.6,-2.2488,40.952,-496.45,-1069.6
0,233.08,255.2,9409.5,8893.4,-2.4205,40.374,-489.11,-1046.2
0,251.55,268.79,9890.1,9868.7,4.015,30.411,-535.82,-858.33
0,233.78,251.92,9265.3,9004.9,1.8839,34.4,-506.08,-964.34
0,225.18,244.42,9006.5,8628.8,-0.23313,35.994,-474.29,-973.95
0,220.34,239.87,8841.2,8443.3,-0.94157,35.917,-462.77,-952.86
0,216.69,236.15,8706.7,8310.5,-1.2233,35.413,-453.28,-930.1
0,213.2,232.52,8575.3,8182.3,-1.4231,34.871,-443.62,-909.47
