ID	genotype	serotype	construct	area	sex	LaserPower	voltage	length	frequency	pulse	protocol	event	TTL	Baseline	Amp	K1	Krate	PeakArea	Trise	T80	Tc	Tr
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	10	15	2	4	3093.7	5.044038538	1.445556549	0.000469008	0.000677977	4.558957172	1.2	7.4	-0.942531895	1.192278888
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	10	15	2	5	3124.7	5.433985733	1.426880724	0.029899336	0.042662786	6.974396043	1.2	3.4	-1.323691129	1.217978176
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	10	15	2	6	3155.7	5.597349132	1.324757959	0.138008013	0.182827214	1.65279798	1.2	1.1	-1.473603334	1.567696923
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	10	15	2	7	3186.7	6.119775426	1.417608804	0.11240166	0.159341582	1.992696719	1.2	1.2	-1.1897271	1.057358074
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	10	15	2	8	3217.7	5.478563378	1.397613239	0.066611548	0.093097182	2.162748506	1.2	2.1	-1.226726813	1.500942784
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	20	10	2	9	3248.7	5.324339893	1.809238843	8.3773E-05	0.000151565	22.96822661	1.2	28.7	-0.012502368	1.607567038
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	20	10	2	10	3279.7	6.007423911	1.785448622	0.131963762	0.235614518	3.021077726	1.2	1.5	-1.540585107	1.789375277
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	20	10	2	11	3310.9	5.954861225	1.927958541	0.171807293	0.331237338	2.953943957	1	1.3	-1.652221663	1.986493719
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	20	10	2	12	3341.9	5.892465711	1.912846445	0.05995687	0.114688286	3.661501187	1.1	2.2	-1.282225871	1.594409951
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	20	10	2	13	3372.8	5.901473634	1.879916342	0.073987817	0.139090907	3.316768414	1.2	2	-2.178508775	1.886430791
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	40	5	2	14	3403.8	6.330191168	1.677980553	0.053268913	0.0893842	3.04567959	1.2	2.4	-0.897079933	1.210459696
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	40	5	2	15	3434.8	6.748382964	1.858798829	-0.001931924	-0.003591058	13.25697677	1.2	18	-1.565464055	2.150257524
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	40	5	2	16	3465.8	7.199471811	1.597173218	0.09684047	0.154671006	2.197846291	1.2	1.5	-1.071711363	1.357409912
972	Pitx2-Cre	AAV-DJ	ChR2-EYFP	GPe	F	4	0.7	1s	40	5	2	17	3496.8	6.976517575	1.503398488	0.100380426	0.15091178	2.025174716	1.1	1.6	-1.34282888	1.532611059
