ID	genotype	serotype	construct	area	sex	LaserPower	voltage	length	frequency	pulse	protocol	event	TTL	Baseline	Amp	K1	Krate	PeakArea	Trise	T80	Tc	Tr
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	5	1	3	2733.7	2.366701276	0.076402582	-0.008388282	-0.000640886	0.104798126	1.7	0.3	NA	0.013686571
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	5	1	4	2769.9	2.456343628	0.290757522	0.101205511	0.029426263	0.441366915	0.8	1.2	-0.355779275	0.365211655
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	5	1	5	2800.9	2.452136649	0.316623408	0.105615523	0.033440347	0.392431225	1	1.2	-0.388543648	0.424615116
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	5	1	6	2831.9	2.434680149	0.274415263	0.087545004	0.024023685	0.525250522	1	1.2	-0.295597475	0.216251537
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	5	1	7	2862.9	2.43767663	0.242340624	0.054966697	0.013320664	0.390400454	0.8	1.9	-0.182435808	0.32102894
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	20	5	1	8	2893.9	2.423813126	0.540382026	0.113629149	0.06140315	0.811490129	0.9	1.6	-0.557375609	0.756841253
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	20	5	1	9	2924.9	2.441100547	0.572813032	0.264304993	0.151397345	0.764626032	1	0.8	-0.879876501	0.699478829
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	20	5	1	10	2955.9	2.447151405	0.496490942	0.197180705	0.097898434	0.760302696	1.1	0.9	-0.693971349	0.470432193
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	20	5	1	11	2986.9	2.421931859	0.481696335	0.118876953	0.057262592	0.945510843	0.9	1.7	-0.408597382	0.569936518
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	20	5	1	12	3017.9	2.407498292	0.569010205	0.161064725	0.091647472	0.893948107	0.9	1.3	-0.516335145	0.808121103
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	40	5	1	13	3049.1	2.410470237	1.02835417	0.349723049	0.359639156	1.613071299	0.8	1	-1.299731099	1.360012284
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	40	5	1	14	3080.1	2.409650028	0.988232343	0.362105119	0.35784399	1.715146294	0.9	1.1	-1.391615083	0.98268051
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	40	5	1	15	3111.1	2.402634203	0.888851797	0.258917211	0.230139029	1.186550769	0.8	1.1	-1.060600196	0.943754541
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	40	5	1	16	3142.1	2.39288261	0.912512519	0.206284498	0.188237187	1.608249385	0.7	1.5	-0.651148874	1.224000235
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	40	5	1	17	3173.1	2.424774056	1.063878587	0.305151454	0.324644098	1.431347317	0.8	1.2	-1.269343676	1.315984245
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	15	2	19	3205.7	2.412321519	1.2515509	0.434612728	0.543939951	1.880979712	0.9	0.9	-1.849391867	1.35259419
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	15	2	20	3236.7	2.393440091	1.10103631	0.378397883	0.416629808	1.698626686	1	1	-1.491190652	0.980895885
2086	Pitx2-Cre	AAV-DJ	EYFP	GPe	M	4	0.7	1	10	15	2	21	3267.7	2.395603253	1.12170803	0.265841451	0.29819649	1.518709275	0.8	1.3	-0.904263291	1.424299066
