-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,1,1,1
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
1,1576.3,1561.6,88790,2.7805e+05,-0,-0,-0,-0
0,1576.3,1561.6,88790,2.7805e+05,-0,-0,-0,-0
1,1576.3,1561.6,88790,2.7805e+05,-0,-0,-0,-0
0,1576.3,1561.6,85867,2.7475e+05,51.888,18.567,-2922.7,-3305.9
0,1576.3,1545.4,65190,2.1179e+05,418.97,355.88,-22675,-66260
0,1576.3,1270.2,51099,1.6091e+05,669.13,366.53,-21122,-1.1715e+05
0,1576.3,1016.4,42337,1.3104e+05,824.69,280.45,-15453,-1.4701e+05
0,1576.3,853.12,36356,1.1116e+05,930.88,228.81,-12150,-1.6689e+05
0,1576.3,734.77,31853,96318,1010.8,193.82,-9924.5,-1.8172e+05
0,1491.8,651.14,28661,86043,982.97,167.9,-8361.4,-1.771e+05
0,1279.3,584.54,25986,77473,817.92,149.43,-7249.6,-1.4818e+05
0,1117.4,530.7,23782,70444,695.17,135.07,-6392.5,-1.2666e+05
0,998.97,487.88,22005,64834,608.31,123.75,-5734.7,-1.1138e+05
0,904.77,451.09,20446,59913,541.79,114.6,-5201.7,-99685
0,827.7,419.25,19080,55619,488.97,106.88,-4757.5,-90383
0,762.98,391.4,17863,51821,445.85,100.36,-4390.5,-82764
0,709.65,368.07,16836,48641,410.76,94.884,-4091.3,-76538
0,664.82,347.94,15953,45905,381.61,90.125,-3829.9,-71367
0,625.16,329.59,15133,43367,356.5,86.033,-3606.8,-66908
0,589.78,312.86,14374,41026,334.59,82.448,-3414.5,-63008
0,557.59,297.33,13661,38831,315.06,79.244,-3244.1,-59525
0,531,284.71,13089,37077,298.63,76.473,-3098.6,-56589
0,507.25,273.14,12562,35477,284.24,73.891,-2968.4,-53999
0,484.65,261.95,12037,33873,270.96,71.707,-2857.1,-51617
0,463.89,251.51,11549,32389,258.87,69.607,-2751.8,-49439
0,444.6,241.74,11085,30982,247.8,67.738,-2660.1,-47442
0,428.56,233.81,10714,29873,238.35,66.031,-2579.5,-45723
0,413.77,226.35,10366,28818,229.74,64.502,-2503.6,-44169
0,399.14,218.74,10003,27722,221.55,63.046,-2433.7,-42684
0,385.13,211.45,9652.2,26667,213.77,61.68,-2370.1,-41268
0,372.54,204.98,9338.9,25726,206.74,60.494,-2315.5,-39988
0,362.29,199.76,9093.9,25010,200.84,59.301,-2264.1,-38896
0,351.49,194.07,8819.4,24188,194.92,58.224,-2215.1,-37812
0,341.32,188.73,8561.3,23408,189.33,57.268,-2169.5,-36800
0,330.92,183.14,8285.5,22578,183.83,56.335,-2127.4,-35795
0,322.63,178.93,8082.5,21989,179.14,55.428,-2090.7,-34921
0,315.38,175.1,7904.1,21472,175.05,54.503,-2051.5,-34158
0,307.29,170.78,7687.5,20820,170.81,53.851,-2022.8,-33384
