-1,1,1,1,1,1,1,1,1
-1,1,1,1,1,1,1,1,1
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
-1,0,0,0,0,0,0,0,0
1,680.62,718.19,41113,20799,0,0,0,0
0,680.62,718.19,41113,20799,0,0,0,0
1,680.62,718.19,41113,20799,0,0,0,0
0,680.62,718.19,41113,20769,0,1.0345,0,-29.959
0,680.62,620.5,39026,16829,34.542,39.399,3505.9,-3970.3
0,680.62,467.76,29477,12309,192.63,42.743,2700.1,-8490.3
0,680.62,378.21,23139,9709.6,297.56,42.937,1488.2,-11090
0,680.62,319.63,19158,8027.9,363.46,42.432,860.85,-12771
0,680.62,278.66,16443,6861.1,408.4,41.749,491.37,-13938
0,680.62,247.17,14405,5969,442.14,41.065,255.85,-14830
0,680.62,222.57,12832,5275.4,468.2,40.418,90.384,-15524
0,680.62,202.82,11583,4723.8,488.87,39.708,-27.321,-16075
0,680.62,186.89,10580,4280.4,505.47,39.089,-118.53,-16519
0,680.62,173.58,9748.6,3912.3,519.24,38.488,-187.99,-16887
0,680.62,162.06,9031.6,3593.7,531.11,37.968,-245.4,-17205
0,680.62,152.17,8421.5,3323.2,541.21,37.426,-289.74,-17476
0,680.62,143.38,7897.3,3087.7,549.88,36.764,-310.59,-17712
0,680.62,136.81,7457.3,2897.8,557.17,36.754,-374.51,-17901
0,680.62,128.87,7290.1,2714,559.94,35.157,-87.176,-18085
0,680.62,124.46,6795.6,2605.6,568.12,34.49,-329.1,-18194
0,675.66,120.42,6527.9,2486.5,567.59,34.566,-365.74,-18161
0,644.45,116.6,6301.4,2387.1,540.13,34.173,-373.34,-17307
0,613.45,112.94,6083,2290.1,512.75,33.867,-382.5,-16456
0,587.2,109.6,5884.7,2202.1,489.78,33.56,-389.25,-15742
0,564.71,106.52,5703.1,2121.5,470.29,33.263,-394.59,-15135
0,544.93,103.6,5528.7,2044.4,453.4,33.005,-401.67,-14608
0,527.49,100.92,5370.2,1973.9,438.59,32.761,-407.02,-14146
0,512.07,98.44,5225.6,1909.8,425.56,32.495,-409.65,-13739
0,498.05,96.051,5085.4,1847.7,413.86,32.25,-413.03,-13372
0,484.5,93.357,4932.3,1775.5,402.85,32.051,-411.99,-13031
0,473.79,91.85,4835.8,1738.4,393.74,31.823,-422.13,-12740
0,462.85,89.587,4708.2,1678.8,384.91,31.619,-420.19,-12466
0,453.69,88.099,4618.9,1642.2,377.22,31.395,-424.33,-12222
0,445.07,86.464,4523.6,1601.9,370.18,31.152,-426.06,-11999
0,436.56,84.559,4416.1,1551.5,363.45,30.985,-424.48,-11789
0,429.62,83.469,4350,1525.2,357.6,30.805,-428.19,-11604
0,422.29,81.821,4255.9,1483,351.83,30.615,-427.92,-11422
0,415.79,80.492,4179.1,1449.3,346.61,30.447,-428.68,-11257
0,409.48,79.134,4100.6,1414.8,341.59,30.282,-429.41,-11099
0,403.37,77.781,4022.8,1380.3,336.78,30.121,-429.8,-10946
