ID	genotype	serotype	construct	area	sex	LaserPower	voltage	length	frequency	pulse	protocol	event	TTL	Baseline	Amp	K1	Krate	PeakArea	Trise	T80	Tc	Tr
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	10	5	1	3	2171.3	0.338265101	0.279581234	0.495359948	0.138493345	0.345845407	0.8	1.2	-0.320546009	0.07683318
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	10	5	1	4	2202.3	0.340475762	0.267827584	7.110046462	1.904266569	0.477885206	11.6	0.2	NA	0.003248119
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	10	5	1	5	2233.3	0.349073719	0.280762496	0.84430549	0.237049317	0.258233999	1	0.7	-0.320546003	0.050569618
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	10	5	1	6	2264.3	0.341100147	0.363122272	0.26254128	0.095334586	0.286680662	0.3	1.5	0.251682772	1.377613487
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	10	5	1	7	2295.5	0.340610765	0.245425662	0.599234292	0.147067473	0.284307154	1	0.7	-0.156602652	0.038233086
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	20	5	1	8	2326.5	0.339108864	0.445127746	1.096792458	0.488212755	0.408860232	1.1	0.4	-0.467361088	0.235515707
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	20	5	1	9	2357.5	0.332881885	0.45673794	1.127421917	0.514936364	0.506927565	1	0.7	-1.154944272	0.407935845
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	20	5	1	10	2388.5	0.323937986	0.442191447	1.165224447	0.515252284	0.551833535	1	0.7	-0.704711818	0.110111259
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	20	5	1	11	2419.5	0.319373221	0.428649037	1.0410772	0.446256739	0.535370011	0.9	0.8	-0.858867524	NA
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	20	5	1	12	2450.5	0.312125287	0.442503643	0.852115118	0.377064044	0.485598896	1.1	0.7	NA	0.109703433
2087	Pitx2-Cre	AAV5	EYFP	GPe	male	4	0.7	1s	40	5	1	13	2481.5	0.312226539	0.882113172	2.459093356	2.169198642	1.006979292	1.1	0.5	-3.349827756	0.990022195
